api_context,name,method,path,summary,description,tags,roles,path_parameters,request_body,response_body,error_codes,route_pattern,source_file
UK Open Banking (v3_1_0),getInternationalPaymentsInternationalPaymentId,GET,/international-payments/INTERNATIONALPAYMENTID,Get International Payments,${mockedDataText(true)},,,INTERNATIONALPAYMENTID,,,,N/A,InternationalPaymentsApi.scala
Berlin Group PSD2 (v1_3),createConsent,POST,/consents,Create consent,"${mockedDataText(false)} This method create a consent resource, defining access rights to dedicated accounts of a given PSU-ID. These accounts are addressed explicitly in the method as parameters as a core function. **Side Effects** When this Consent Request is a request where the ""recurringIndicator"" equals ""true"", and if it exists already a former consent for recurring access on account information for the addressed PSU, then the former consent automatically expires as soon as the new consent ",,,,,,,"case ""consents"" :: Nil JsonPost",AccountInformationServiceAISApi.scala
Berlin Group PSD2 (v1_3),deleteConsent,DELETE,/consents/CONSENTID,Delete Consent,${mockedDataText(false)} The TPP can delete an account information consent object if needed.,,,CONSENTID,,,,"""consents"" :: consentId :: Nil",AccountInformationServiceAISApi.scala
Berlin Group PSD2 (v1_3),getAccountList,GET,/accounts,Read Account List,"${mockedDataText(false)} Read the identifiers of the available payment account together with booking balance information, depending on the consent granted. It is assumed that a consent of the PSU to this access is already given and stored on the ASPSP system. The addressed list of accounts depends then on the PSU ID and the stored consent addressed by consentId, respectively the OAuth2 access token. Returns all identifiers of the accounts, to which an account access has been granted to through t",,,,,,,"case ""accounts"" :: Nil JsonGet",AccountInformationServiceAISApi.scala
Berlin Group PSD2 (v1_3),getBalances,GET,/accounts/ACCOUNT_ID/balances,Read Balance,"${mockedDataText(false)} Reads account data from a given account addressed by ""account-id"". **Remark:** This account-id can be a tokenised identification due to data protection reason since the path information might be logged on intermediary servers within the ASPSP sphere. This account-id then can be retrieved by the ""GET Account List"" call. The account-id is constant at least throughout the lifecycle of a given consent.",,,ACCOUNT_ID,createAccountBalanceJSON,,,"""accounts"" :: AccountId(accountId):: ""balances"" :: Nil",AccountInformationServiceAISApi.scala
Berlin Group PSD2 (v1_3),getCardAccounts,GET,/card-accounts,Reads a list of card accounts,"${mockedDataText(false)} Reads a list of card accounts with additional information, e.g. balance information. It is assumed that a consent of the PSU to this access is already given and stored on the ASPSP system. The addressed list of card accounts depends then on the PSU ID and the stored consent addressed by consentId, respectively the OAuth2 access token.",,,,,,,"case ""card-accounts"" :: Nil JsonGet",AccountInformationServiceAISApi.scala
Berlin Group PSD2 (v1_3),getCardAccountBalances,GET,/card-accounts/ACCOUNT_ID/balances,Read card account balances,"${mockedDataText(false)} Reads balance data from a given card account addressed by ""account-id"". Remark: This account-id can be a tokenised identification due to data protection reason since the path information might be logged on intermediary servers within the ASPSP sphere. This account-id then can be retrieved by the ""GET Card Account List"" call",,,ACCOUNT_ID,createCardAccountBalanceJSON,,,"""card-accounts"" :: AccountId(accountId) :: ""balances"" :: Nil",AccountInformationServiceAISApi.scala
Berlin Group PSD2 (v1_3),getCardAccountTransactionList,GET,/card-accounts/ACCOUNT_ID/transactions,Read transaction list of a card account,"${mockedDataText(false)} Reads account data from a given card account addressed by ""account-id"".",,,ACCOUNT_ID,,,,"""card-accounts"" :: AccountId(accountId):: ""transactions"" :: Nil",AccountInformationServiceAISApi.scala
Berlin Group PSD2 (v1_3),getConsentAuthorisation,GET,/consents/CONSENTID/authorisations,Get Consent Authorisation Sub-Resources Request,${mockedDataText(false)} Return a list of all authorisation subresources IDs which have been created. This function returns an array of hyperlinks to all generated authorisation sub-resources.,,,CONSENTID,,,,"""consents"" :: consentId :: ""authorisations"" :: Nil",AccountInformationServiceAISApi.scala
Berlin Group PSD2 (v1_3),getConsentInformation,GET,/consents/CONSENTID,Get Consent Request,"${mockedDataText(false)} Returns the content of an account information consent object. This is returning the data for the TPP especially in cases, where the consent was directly managed between ASPSP and PSU e.g. in a re-direct SCA Approach.",,,CONSENTID,,,,"""consents"" :: consentId :: Nil",AccountInformationServiceAISApi.scala
Berlin Group PSD2 (v1_3),getConsentScaStatus,GET,/consents/CONSENTID/authorisations/AUTHORISATIONID,Read the SCA status of the consent authorisation,${mockedDataText(false)} This method returns the SCA status of a consent initiation's authorisation sub-resource.,,,AUTHORISATIONID; CONSENTID,,,UnknownError; ConsentNotFound,"""consents"" :: consentId:: ""authorisations"" :: authorisationId :: Nil",AccountInformationServiceAISApi.scala
Berlin Group PSD2 (v1_3),getConsentStatus,GET,/consents/CONSENTID/status,Consent status request,${mockedDataText(false)} Read the status of an account information consent resource.,,,CONSENTID,,,,"""consents"" :: consentId:: ""status"" :: Nil",AccountInformationServiceAISApi.scala
Berlin Group PSD2 (v1_3),getTransactionDetails,GET,/accounts/ACCOUNT_ID/transactions/TRANSACTIONID,Read Transaction Details,"${mockedDataText(false)} Reads transaction details from a given transaction addressed by ""transactionId"" on a given account addressed by ""account-id"". This call is only available on transactions as reported in a JSON format. **Remark:** Please note that the PATH might be already given in detail by the corresponding entry of the response of the ""Read Transaction List"" call within the _links subfield.",,,ACCOUNT_ID; TRANSACTIONID,,,,"""accounts"" :: accountId :: ""transactions"" :: transactionId :: Nil",AccountInformationServiceAISApi.scala
Berlin Group PSD2 (v1_3),getTransactionList,GET,/accounts/ACCOUNT_ID/transactions,Read transaction list of an account,"${mockedDataText(false)} Read transaction reports or transaction lists of a given account addressed by ""account-id"", depending on the steering parameter ""bookingStatus"" together with balances. For a given account, additional parameters are e.g. the attributes ""dateFrom"" and ""dateTo"". The ASPSP might add balance information, if transaction lists without balances are not supported.",,,ACCOUNT_ID,,,,"""accounts"" :: AccountId(accountId):: ""transactions"" :: Nil",AccountInformationServiceAISApi.scala
Berlin Group PSD2 (v1_3),getAccountDetails,GET,/accounts/ACCOUNT_ID,Read Account Details,"${mockedDataText(false)} Reads details about an account, with balances where required. It is assumed that a consent of the PSU to this access is already given and stored on the ASPSP system. The addressed details of this account depends then on the stored consent addressed by consentId, respectively the OAuth2 access token. **NOTE:** The account-id can represent a multicurrency account. In this case the currency code is set to ""XXX"". Give detailed information about the addressed account. Give de",,,ACCOUNT_ID,,,,"""accounts"" :: accountId :: Nil",AccountInformationServiceAISApi.scala
Berlin Group PSD2 (v1_3),readCardAccount,GET,/card-accounts/ACCOUNT_ID,Reads details about a card account,"${mockedDataText(false)} Reads details about a card account. It is assumed that a consent of the PSU to this access is already given and stored on the ASPSP system. The addressed details of this account depends then on the stored consent addressed by consentId, respectively the OAuth2 access token.",,,ACCOUNT_ID,,,,"""card-accounts"" :: accountId :: Nil",AccountInformationServiceAISApi.scala
Berlin Group PSD2 (v1_3),startConsentAuthorisationTransactionAuthorisation,POST,/consents/CONSENTID/authorisations,Start the authorisation process for a consent(selectPsuAuthenticationMethod),"{ ""psuData"": { ""password"": ""start12"" } }",,,CONSENTID,,,,"""consents"" :: consentId :: ""authorisations"" :: Nil",AccountInformationServiceAISApi.scala
Berlin Group PSD2 (v1_3),updateConsentsPsuDataTransactionAuthorisation,PUT,/consents/CONSENTID/authorisations/AUTHORISATIONID,Update PSU Data for consents (selectPsuAuthenticationMethod),"{ ""authenticationMethodId"": ""myAuthenticationID"" }",,,AUTHORISATIONID; CONSENTID,,,,"""consents"" :: consentId :: ""authorisations"" :: authorisationId :: Nil",AccountInformationServiceAISApi.scala
Berlin Group PSD2 (v1_3),cancelPayment,DELETE,/PAYMENT_SERVICE/PAYMENT_PRODUCT/PAYMENTID,Payment Cancellation Request,"${mockedDataText(false)} This method initiates the cancellation of a payment. Depending on the payment-service, the payment-product and the ASPSP's implementation, this TPP call might be sufficient to cancel a payment. If an authorisation of the payment cancellation is mandated by the ASPSP, a corresponding hyperlink will be contained in the response message. Cancels the addressed payment with resource identification paymentId if applicable to the payment-service, payment-product and received in",,,PAYMENT_SERVICE; PAYMENTID; PAYMENT_PRODUCT,,,,N/A,PaymentInitiationServicePISApi.scala
Berlin Group PSD2 (v1_3),getPaymentCancellationScaStatus,GET,/PAYMENT_SERVICE/PAYMENT_PRODUCT/PAYMENTID/cancellation-authorisations/CANCELLATIONID,Read the SCA status of the payment cancellation's authorisation.,${mockedDataText(false)} This method returns the SCA status of a payment initiation's authorisation sub-resource.,,,CANCELLATIONID; PAYMENT_SERVICE; PAYMENTID; PAYMENT_PRODUCT,,,,N/A,PaymentInitiationServicePISApi.scala
Berlin Group PSD2 (v1_3),getPaymentInformation,GET,/PAYMENT_SERVICE/PAYMENT_PRODUCT/PAYMENTID,Get Payment Information,${mockedDataText(false)} Returns the content of a payment object,,,PAYMENT_SERVICE; PAYMENTID; PAYMENT_PRODUCT,,,,N/A,PaymentInitiationServicePISApi.scala
Berlin Group PSD2 (v1_3),getPaymentInitiationAuthorisation,GET,/PAYMENT_SERVICE/PAYMENT_PRODUCT/PAYMENTID/authorisations,Get Payment Initiation Authorisation Sub-Resources Request,${mockedDataText(false)} Read a list of all authorisation subresources IDs which have been created. This function returns an array of hyperlinks to all generated authorisation sub-resources.,,,PAYMENT_SERVICE; PAYMENTID; PAYMENT_PRODUCT,,,,N/A,PaymentInitiationServicePISApi.scala
Berlin Group PSD2 (v1_3),getPaymentInitiationCancellationAuthorisationInformation,GET,/PAYMENT_SERVICE/PAYMENT_PRODUCT/PAYMENTID/cancellation-authorisations,Get Cancellation Authorisation Sub-Resources Request,${mockedDataText(false)} Retrieve a list of all created cancellation authorisation sub-resources.,,,PAYMENT_SERVICE; PAYMENTID; PAYMENT_PRODUCT,,,checkPaymentProductError; checkPaymentServerTypeError; UnknownError,N/A,PaymentInitiationServicePISApi.scala
Berlin Group PSD2 (v1_3),getPaymentInitiationScaStatus,GET,/PAYMENT_SERVICE/PAYMENT_PRODUCT/PAYMENT_ID/authorisations/AUTHORISATION_ID,Read the SCA Status of the payment authorisation,${mockedDataText(false)} This method returns the SCA status of a payment initiation's authorisation sub-resource.,,,PAYMENT_ID; PAYMENT_SERVICE; AUTHORISATION_ID; PAYMENT_PRODUCT,,,,N/A,PaymentInitiationServicePISApi.scala
Berlin Group PSD2 (v1_3),getPaymentInitiationStatus,GET,/PAYMENT_SERVICE/PAYMENT_PRODUCT/PAYMENT_ID/status,Payment initiation status request,${mockedDataText(false)} Check the transaction status of a payment initiation.,,,PAYMENT_ID; PAYMENT_SERVICE; PAYMENT_PRODUCT,,,,N/A,PaymentInitiationServicePISApi.scala
Berlin Group PSD2 (v1_3),initiatePayments,POST,/payments/PAYMENT_PRODUCT,Payment initiation request(payments),"{ ""debtorAccount"": { ""iban"": ""DE123456987480123"" }, ""instructedAmount"": { ""currency"": ""EUR"", ""amount"": ""100"" }, ""creditorAccount"": { ""iban"": ""UK12 1234 5123 4517 2948 6166 077"" }, ""creditorName"": ""70charname"" }",,,PAYMENT_PRODUCT,,,,"""payments"" :: paymentProduct :: Nil",PaymentInitiationServicePISApi.scala
Berlin Group PSD2 (v1_3),initiatePeriodicPayments,POST,/periodic-payments/PAYMENT_PRODUCT,Payment initiation request(periodic-payments),"{ ""instructedAmount"": { ""currency"": ""EUR"", ""amount"": ""123"" }, ""debtorAccount"": { ""iban"": ""DE40100100103307118608"" }, ""creditorName"": ""Merchant123"", ""creditorAccount"": { ""iban"": ""DE23100120020123456789"" }, ""remittanceInformationUnstructured"": ""Ref Number Abonnement"", ""startDate"": ""2018-03-01"", ""executionRule"": ""preceding"", ""frequency"": ""Monthly"", ""dayOfExecution"": ""01"" }",,,PAYMENT_PRODUCT,,,,"""periodic-payments"" :: paymentProduct :: Nil",PaymentInitiationServicePISApi.scala
Berlin Group PSD2 (v1_3),initiateBulkPayments,POST,/bulk-payments/PAYMENT_PRODUCT,Payment initiation request(bulk-payments),"{ ""batchBookingPreferred"": ""true"", ""debtorAccount"": { ""iban"": ""DE40100100103307118608"" }, ""paymentInformationId"": ""my-bulk-identification-1234"", ""requestedExecutionDate"": ""2018-08-01"", ""payments"": [ { ""instructedAmount"": { ""currency"": ""EUR"", ""amount"": ""123.50"" }, ""creditorName"": ""Merchant123"", ""creditorAccount"": { ""iban"": ""DE02100100109307118603"" }, ""remittanceInformationUnstructured"": ""Ref Number Merchant 1"" }, { ""instructedAmount"": { ""currency"": ""EUR"", ""amount"": ""34.10"" }, ""creditorName"": ""Mer",,,PAYMENT_PRODUCT,,,,"""bulk-payments"" :: paymentProduct :: Nil",PaymentInitiationServicePISApi.scala
Berlin Group PSD2 (v1_3),startPaymentAuthorisationUpdatePsuAuthentication,POST,/PAYMENT_SERVICE/PAYMENT_PRODUCT/PAYMENT_ID/authorisations,Start the authorisation process for a payment initiation (selectPsuAuthenticationMethod),"{ ""scaStatus"": ""finalised"", ""_links"":{ ""status"": {""href"":""/v1/payments/sepa-credit-transfers/qwer3456tzui7890/status""} } }",,,PAYMENT_ID; PAYMENT_SERVICE; PAYMENT_PRODUCT,,,,N/A,PaymentInitiationServicePISApi.scala
Berlin Group PSD2 (v1_3),startPaymentInitiationCancellationAuthorisationTransactionAuthorisation,POST,/PAYMENT_SERVICE/PAYMENT_PRODUCT/PAYMENT_ID/cancellation-authorisations,Start the authorisation process for the cancellation of the addressed payment (transactionAuthorisat,"{ ""psuData"": { ""password"": ""start12"" } }",,,PAYMENT_ID; PAYMENT_SERVICE; PAYMENT_PRODUCT,,,,N/A,PaymentInitiationServicePISApi.scala
Berlin Group PSD2 (v1_3),updatePaymentCancellationPsuDataTransactionAuthorisation,PUT,/PAYMENT_SERVICE/PAYMENT_PRODUCT/PAYMENT_ID/cancellation-authorisations/AUTHORISATION_ID,Update PSU Data for payment initiation cancellation (selectPsuAuthenticationMethod),"{""confirmationCode"":""confirmationCode""}",,,PAYMENT_ID; PAYMENT_SERVICE; AUTHORISATION_ID; PAYMENT_PRODUCT,,,,N/A,PaymentInitiationServicePISApi.scala
Berlin Group PSD2 (v1_3),updatePaymentPsuDataTransactionAuthorisation,PUT,/PAYMENT_SERVICE/PAYMENT_PRODUCT/PAYMENT_ID/authorisations/AUTHORISATION_ID,Update PSU data for payment initiation (selectPsuAuthenticationMethod),"{""confirmationCode"":""confirmationCode""}",,,PAYMENT_ID; PAYMENT_SERVICE; AUTHORISATION_ID; PAYMENT_PRODUCT,,,,N/A,PaymentInitiationServicePISApi.scala
Berlin Group PSD2 (v1_3),createSigningBasket,POST,/signing-baskets,Create a signing basket resource,${mockedDataText(false)} Create a signing basket resource for authorising several transactions with one SCA method. The resource identifications of these transactions are contained in the payload of this access method,,,,,,,"case ""signing-baskets"" :: Nil JsonPost",SigningBasketsApi.scala
Berlin Group PSD2 (v1_3),deleteSigningBasket,DELETE,/signing-baskets/BASKETID,Delete the signing basket,"${mockedDataText(false)} Delete the signing basket structure as long as no (partial) authorisation has yet been applied. The undlerying transactions are not affected by this deletion. Remark: The signing basket as such is not deletable after a first (partial) authorisation has been applied. Nevertheless, single transactions might be cancelled on an individual basis on the XS2A interface.",,,BASKETID,,,UnknownError,"""signing-baskets"" :: basketid :: Nil",SigningBasketsApi.scala
Berlin Group PSD2 (v1_3),getSigningBasket,GET,/signing-baskets/BASKETID,Returns the content of an signing basket object.,${mockedDataText(false)} Returns the content of an signing basket object.,,,BASKETID,,,UnknownError,"""signing-baskets"" :: basketid :: Nil",SigningBasketsApi.scala
Berlin Group PSD2 (v1_3),getSigningBasketAuthorisation,GET,/signing-baskets/BASKETID/authorisations,Get Signing Basket Authorisation Sub-Resources Request,${mockedDataText(false)} Read a list of all authorisation subresources IDs which have been created. This function returns an array of hyperlinks to all generated authorisation sub-resources.,,,BASKETID,,,UnknownError,"""signing-baskets"" :: basketid:: ""authorisations"" :: Nil",SigningBasketsApi.scala
Berlin Group PSD2 (v1_3),getSigningBasketScaStatus,GET,/signing-baskets/BASKETID/authorisations/AUTHORISATIONID,Read the SCA status of the signing basket authorisation,${mockedDataText(false)} This method returns the SCA status of a signing basket's authorisation sub-resource.,,,AUTHORISATIONID; BASKETID,,,UnknownError; ConsentNotFound,"""signing-baskets"" :: basketId:: ""authorisations"" :: authorisationId :: Nil",SigningBasketsApi.scala
Berlin Group PSD2 (v1_3),getSigningBasketStatus,GET,/signing-baskets/BASKETID/status,Read the status of the signing basket,${mockedDataText(false)} Returns the status of a signing basket object.,,,BASKETID,,,,"""signing-baskets"" :: basketid:: ""status"" :: Nil",SigningBasketsApi.scala
Berlin Group PSD2 (v1_3),startSigningBasketAuthorisation,POST,/signing-baskets/BASKETID/authorisations,Start the authorisation process for a signing basket,"${mockedDataText(false)} Create an authorisation sub-resource and start the authorisation process of a signing basket. The message might in addition transmit authentication and authorisation related data. This method is iterated n times for a n times SCA authorisation in a corporate context, each creating an own authorisation sub-endpoint for the corresponding PSU authorising the signing-baskets. The ASPSP might make the usage of this access method unnecessary in case of only one SCA process nee",,,BASKETID,,,,"""signing-baskets"" :: basketId :: ""authorisations"" :: Nil",SigningBasketsApi.scala
Berlin Group PSD2 (v1_3),updateSigningBasketPsuData,PUT,/signing-baskets/BASKETID/authorisations/AUTHORISATIONID,Update PSU Data for signing basket,"${mockedDataText(false)} This method update PSU data on the signing basket resource if needed. It may authorise a igning basket within the Embedded SCA Approach where needed. Independently from the SCA Approach it supports e.g. the selection of the authentication method and a non-SCA PSU authentication. This methods updates PSU data on the cancellation authorisation resource if needed. There are several possible Update PSU Data requests in the context of a consent request if needed, which depend",,,AUTHORISATIONID; BASKETID,,,,"""signing-baskets"" :: basketId:: ""authorisations"" :: authorisationId :: Nil",SigningBasketsApi.scala
Berlin Group PSD2 (v1_3),checkAvailabilityOfFunds,POST,/funds-confirmations,Confirmation of Funds Request,"${mockedDataText(false)} Creates a confirmation of funds request at the ASPSP. Checks whether a specific amount is available at point of time of the request on an account linked to a given tuple card issuer(TPP)/card number, or addressed by IBAN and TPP respectively. If the related extended services are used a conditional Consent-ID is contained in the header. This field is contained but commented out in this specification.",,,,,,,"case ""funds-confirmations"" ::  Nil JsonPost",ConfirmationOfFundsServicePIISApi.scala
STET (French) (v1_4),fundsConfirmationsPost,POST,/funds-confirmations,Payment coverage check request (CBPII),"${mockedDataText(true)} ### Description The CBPII can ask an ASPSP to check if a given amount can be covered by the liquidity that is available on a PSU cash account or payment card. ### Prerequisites * The TPP has been registered by the Registration Authority for the CBPII role * The TPP and the PSU have a contract that has been registered by the ASPSP * The TPP and the ASPSP have successfully processed a mutual check and authentication * The TPP has presented its OAUTH2 ""Authorization Code"", """,,,,,,,"case ""funds-confirmations"" :: Nil JsonPost",CBPIIApi.scala
STET (French) (v1_4),accountsBalancesGet,GET,/accounts/ACCOUNTRESOURCEID/balances,Retrieval of an account balances report (AISP),"${mockedDataText(false)} ### Description This call returns a set of balances for a given PSU account that is specified by the AISP through an account resource Identification ### Prerequisites * The TPP has been registered by the Registration Authority for the AISP role * The TPP and the PSU have a contract that has been enrolled by the ASPSP * At this step, the ASPSP has delivered an OAUTH2 ""Authorization Code"" or ""Resource Owner Password"" access token to the TPP (cf. § 3.4.2). * The TPP and the",,,ACCOUNTRESOURCEID,,,,"""accounts"" :: accountresourceid:: ""balances"" :: Nil",AISPApi.scala
STET (French) (v1_4),accountsGet,GET,/accounts,Retrieval of the PSU accounts (AISP),"${mockedDataText(false)} ### Description This call returns all payment accounts that are relevant the PSU on behalf of whom the AISP is connected. Thanks to HYPERMEDIA, each account is returned with the links aiming to ease access to the relevant transactions and balances. The result may be subject to pagination (i.e. retrieving a partial result in case of having too many results) through a set of pages by the ASPSP. Thereafter, the AISP may ask for the first, next, previous or last page of resu",,,,,,,"case ""accounts"" :: Nil JsonGet",AISPApi.scala
STET (French) (v1_4),accountsTransactionsGet,GET,/accounts/ACCOUNTRESOURCEID/transactions,Retrieval of an account transaction set (AISP),${mockedDataText(false)} ### Description This call returns transactions for an account for a given PSU account that is specified by the AISP through an account resource identification. The request may use some filter parameter in order to restrict the query * on a given imputation date range * past a given incremental technical identification The result may be subject to pagination (i.e. retrieving a partial result in case of having too many results) through a set of pages by the ASPSP. Thereaft,,,ACCOUNTRESOURCEID,,,,"""accounts"" :: accountresourceid:: ""transactions"" :: Nil",AISPApi.scala
STET (French) (v1_4),consentsPut,PUT,/consents,Forwarding the PSU consent (AISP),${mockedDataText(true)} ### Description In the mixed detailed consent on accounts * the AISP captures the consent of the PSU * then it forwards this consent to the ASPSP This consent replaces any prior consent that was previously sent by the AISP. ### Prerequisites * The TPP has been registered by the Registration Authority for the AISP role. * The TPP and the PSU have a contract that has been enrolled by the ASPSP * The TPP and the ASPSP have successfully processed a mutual check and authentica,,,,,,,"case ""consents"" :: Nil JsonPut",AISPApi.scala
STET (French) (v1_4),endUserIdentityGet,GET,/end-user-identity,Retrieval of the identity of the end-user (AISP),"${mockedDataText(true)} ### Description This call returns the identity of the PSU (end-user). ### Prerequisites * The TPP has been registered by the Registration Authority for the AISP role. * The TPP and the PSU have a contract that has been enrolled by the ASPSP * The TPP and the ASPSP have successfully processed a mutual check and authentication * The TPP has presented its OAUTH2 ""Authorization Code"" or ""Resource Owner Password"" access token which allows the ASPSP to identify the relevant PSU",,,,,,,"case ""end-user-identity"" :: Nil JsonGet",AISPApi.scala
STET (French) (v1_4),trustedBeneficiariesGet,GET,/trusted-beneficiaries,Retrieval of the trusted beneficiaries list (AISP),"${mockedDataText(true)} ### Description This call returns all trusted beneficiaries that have been set by the PSU. Those beneficiaries can benefit from an SCA exemption during payment initiation. The result may be subject to pagination (i.e. retrieving a partial result in case of having too many results) through a set of pages by the ASPSP. Thereafter, the AISP may ask for the first, next, previous or last page of results. ### Prerequisites * The TPP has been registered by the Registration Autho",,,,,,,"case ""trusted-beneficiaries"" :: Nil JsonGet",AISPApi.scala
STET (French) (v1_4),paymentRequestConfirmationPost,POST,/payment-requests/PAYMENTREQUESTRESOURCEID/confirmation,Confirmation of a payment request or a modification request (PISP),"${mockedDataText(true)} ### Description The PISP confirms one of the following requests * payment request on behalf of a merchant * transfer request on behalf of the account's owner * standing-order request on behalf of the account's owner The ASPSP answers with a status of the relevant request and the subsequent Credit Transfer. ### Prerequisites * The TPP has been registered by the Registration Authority for the PISP role * The TPP was provided with an OAUTH2 ""Client Credential"" access token b",,,PAYMENTREQUESTRESOURCEID,,,,"""payment-requests"" :: paymentrequestresourceid:: ""confirmation"" :: Nil",PISPApi.scala
STET (French) (v1_4),paymentRequestPut,PUT,/payment-requests/PAYMENTREQUESTRESOURCEID,Modification of a Payment/Transfer Request (PISP),"${mockedDataText(true)} ### Description The PISP sent a Payment/Transfer Request through a POST command. The ASPSP registered the Payment/Transfer Request, updated if necessary the relevant identifiers in order to avoid duplicates and returned the location of the updated Request. The PISP got the Payment/Transfer Request that has been updated with the resource identifiers, and eventually the status of the Payment/Transfer Request and the status of the subsequent credit transfer. The PISP request",,,PAYMENTREQUESTRESOURCEID,,,,N/A,PISPApi.scala
STET (French) (v1_4),paymentRequestsGet,GET,/payment-requests/PAYMENTREQUESTRESOURCEID,Retrieval of a payment request (PISP),"${mockedDataText(true)} ### Description The following use cases can be applied: * retrieval of a payment request on behalf of a merchant * retrieval of a transfer request on behalf of the account's owner * retrieval of a standing-order request on behalf of the account's owner The PISP has sent a Request through a POST command. The ASPSP has registered the Request, updated if necessary the relevant identifiers in order to avoid duplicates and returned the location of the updated Request. The PISP",,,PAYMENTREQUESTRESOURCEID,,,,"""payment-requests"" :: paymentrequestresourceid :: Nil",PISPApi.scala
STET (French) (v1_4),paymentRequestsPost,POST,/payment-requests,Payment request initiation (PISP),${mockedDataText(true)} ### Description The following use cases can be applied: * payment request on behalf of a merchant * transfer request on behalf of the account's owner * standing-order request on behalf of the account's owner #### Data content A payment request or a transfer request might embed several payment instructions having * one single execution date or multiple execution dates * one single beneficiary or multiple beneficiaries Having at the same time multiple beneficiaries and mult,,,,,,,N/A,PISPApi.scala
Polish API (v2_1_1_1),bundle,POST,/payments/v2_1_1.1/bundle,Initiate many transfers as bundle,${mockedDataText(true)},,,_,,,,N/A,PISApi.scala
Polish API (v2_1_1_1),cancelPayments,POST,/payments/v2_1_1.1/cancelPayments,Cancelation of future dated payment,${mockedDataText(true)},,,P; _,,,,N/A,PISApi.scala
Polish API (v2_1_1_1),cancelRecurringPayment,POST,/payments/v2_1_1.1/cancelRecurringPayment,Cancelation of recurring payment,${mockedDataText(true)},,,R; P; _,,,,N/A,PISApi.scala
Polish API (v2_1_1_1),domestic,POST,/payments/v2_1_1.1/domestic,Initiate domestic transfer,${mockedDataText(true)},,,_,,,,N/A,PISApi.scala
Polish API (v2_1_1_1),eEA,POST,/payments/v2_1_1.1/EEA,Initiate SEPA foreign transfers,${mockedDataText(true)},,,_; EEA,,,,N/A,PISApi.scala
Polish API (v2_1_1_1),getBundle,POST,/payments/v2_1_1.1/getBundle,Get the status of bundle of payments,${mockedDataText(true)},,,B; _,,,,N/A,PISApi.scala
Polish API (v2_1_1_1),getMultiplePayments,POST,/payments/v2_1_1.1/getMultiplePayments,Get the status of multiple payments,${mockedDataText(true)},,,M; P; _,,,,N/A,PISApi.scala
Polish API (v2_1_1_1),getPayment,POST,/payments/v2_1_1.1/getPayment,Get the status of payment,${mockedDataText(true)},,,P; _,,,UnknownError,N/A,PISApi.scala
Polish API (v2_1_1_1),getRecurringPayment,POST,/payments/v2_1_1.1/getRecurringPayment,Get the status of recurring payment,${mockedDataText(true)},,,R; P; _,,,,N/A,PISApi.scala
Polish API (v2_1_1_1),nonEEA,POST,/payments/v2_1_1.1/nonEEA,Initiate non SEPA foreign transfers,${mockedDataText(true)},,,_; EEA,,,,N/A,PISApi.scala
Polish API (v2_1_1_1),recurring,POST,/payments/v2_1_1.1/recurring,Defines new recurring payment,${mockedDataText(true)},,,_,,,,N/A,PISApi.scala
Polish API (v2_1_1_1),tax,POST,/payments/v2_1_1.1/tax,Initiate tax transfer,${mockedDataText(true)},,,_,,,,N/A,PISApi.scala
Polish API (v2_1_1_1),getConfirmationOfFunds,POST,/confirmation/v2_1_1.1/getConfirmationOfFunds,Confirmation of the availability of funds,"${mockedDataText(true)} Confirming the availability on the payers account of the amount necessary to execute the payment transaction, as defined in Art. 65 PSD2.",,,O; C; _; F,,,,N/A,CAFApi.scala
Polish API (v2_1_1_1),deleteConsent,POST,/accounts/v2_1_1.1/deleteConsent,Removes consent,${mockedDataText(true)} Removes consent,,,C; _,,,UnknownError,N/A,AISApi.scala
Polish API (v2_1_1_1),getAccount,POST,/accounts/v2_1_1.1/getAccount,Get detailed information about user payment account,${mockedDataText(true)} User identification based on access token,,,A; _,,,,N/A,AISApi.scala
Polish API (v2_1_1_1),getAccounts,POST,/accounts/v2_1_1.1/getAccounts,Get information about all user's payment account,${mockedDataText(true)} User identification based on access token,,,A; _,,,,N/A,AISApi.scala
Polish API (v2_1_1_1),getHolds,POST,/accounts/v2_1_1.1/getHolds,Get list of user's holded operations,${mockedDataText(true)},,,H; _,,,,N/A,AISApi.scala
Polish API (v2_1_1_1),getTransactionDetail,POST,/accounts/v2_1_1.1/getTransactionDetail,Get detailed information about user's single transaction,${mockedDataText(true)},,,D; T; _,,,,N/A,AISApi.scala
Polish API (v2_1_1_1),getTransactionsCancelled,POST,/accounts/v2_1_1.1/getTransactionsCancelled,Get list of user cancelled transactions,${mockedDataText(true)},,,T; C; _,,,UnknownError,N/A,AISApi.scala
Polish API (v2_1_1_1),getTransactionsDone,POST,/accounts/v2_1_1.1/getTransactionsDone,Get list of user done transactions,${mockedDataText(true)},,,D; T; _,,,UnknownError,N/A,AISApi.scala
Polish API (v2_1_1_1),getTransactionsPending,POST,/accounts/v2_1_1.1/getTransactionsPending,Get list of user's pending transactions,${mockedDataText(true)},,,T; P; _,,,UnknownError,N/A,AISApi.scala
Polish API (v2_1_1_1),getTransactionsRejected,POST,/accounts/v2_1_1.1/getTransactionsRejected,Get list of user's rejected transactions,${mockedDataText(true)},,,R; T; _,,,UnknownError,N/A,AISApi.scala
